2020-12-02 09:42:38.433 | INFO     | api.utils.ReadConfig:read_server_config:23 - http://localhost:8888/api/private/v1/
2020-12-02 09:42:38.443 | INFO     | api.utils.ReadData:get_data:32 - ('case_009', '测试请求数据与依赖数据相同key的情况', 'users', '读', 'get', 'params', '', '', '', '{"case_002": ["$.data.id"],"case_001":["$.meta.msg","$.meta.status"]}', '{"pagenum": 1, "pagesize": "12","id":[1]}', '{"msg": "获取管理员列表成功", "status": 200}')
2020-12-02 09:42:38.444 | INFO     | api.utils.ReadConfig:read_server_reg:42 - 从响应中提取的token表达式：$.data.token
2020-12-02 09:42:38.444 | INFO     | api.utils.ReadConfig:read_server_reg:43 - 从响应提取的需要校验的表达式：$.meta
2020-12-02 09:42:38.444 | INFO     | TestApi:<module>:47 - 配置文件/excel数据/对象实例化，等前置条件处理完毕


2020-12-02 09:42:38.457 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_001 ...***********
2020-12-02 09:42:38.457 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"username": "admin", "password": ""}
2020-12-02 09:42:38.457 | INFO     | api.utils.TreatingData:treating_data:69 - data有数据，依赖无数据{'username': 'admin', 'password': ''}
2020-12-02 09:42:38.457 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.458 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:38.498 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_002 ...***********
2020-12-02 09:42:38.498 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"username": "admin", "password": "123456"}
2020-12-02 09:42:38.499 | INFO     | api.utils.TreatingData:treating_data:69 - data有数据，依赖无数据{'username': 'admin', 'password': '123456'}
2020-12-02 09:42:38.499 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.499 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:38.521 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_003 ...***********
2020-12-02 09:42:38.522 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"pagenum": 1, "pagesize": "12"}
2020-12-02 09:42:38.522 | DEBUG    | api.utils.TreatingData:treating_data:40 - 依赖数据解析获取的字典{'case_002': ['$.data.id'], 'case_001': ['$.meta.msg', '$.meta.status']}
2020-12-02 09:42:38.522 | INFO     | api.utils.TreatingData:treating_data:58 - data有数据,依赖有数据时{'case_002': ['$.data.id'], 'case_001': ['$.meta.msg', '$.meta.status'], 'pagenum': 1, 'pagesize': '12'}
2020-12-02 09:42:38.522 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.522 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:38.544 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_004 ...***********
2020-12-02 09:42:38.544 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"pagenum": 1, "pagesize": "12"}
2020-12-02 09:42:38.544 | DEBUG    | api.utils.TreatingData:treating_data:40 - 依赖数据解析获取的字典{}
2020-12-02 09:42:38.544 | INFO     | api.utils.TreatingData:treating_data:58 - data有数据,依赖有数据时{'pagenum': 1, 'pagesize': '12'}
2020-12-02 09:42:38.545 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.545 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:38.566 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_005 ...***********
2020-12-02 09:42:38.567 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"username": "tester_zy7y1213","password": "123456"}
2020-12-02 09:42:38.567 | INFO     | api.utils.TreatingData:treating_data:69 - data有数据，依赖无数据{'username': 'tester_zy7y1213', 'password': '123456'}
2020-12-02 09:42:38.567 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.567 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:38.589 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_006 ...***********
2020-12-02 09:42:38.590 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:
2020-12-02 09:42:38.590 | INFO     | api.utils.TreatingData:treating_data:66 - data无数据，依赖无数据None
2020-12-02 09:42:38.590 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['', '{"case_005":"$.data.id"}', 'state', '{"case_005":"$.data.create_time"}']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.590 | INFO     | api.utils.TreatingData:treating_data:86 - {'case_005': '$.data.id'}
2020-12-02 09:42:38.591 | ERROR    | api.utils.TreatingData:treating_data:96 - 类型错误：<class 'str'>,本次将不转换值{"case_005":"$.data.id"},'function' object has no attribute 'jsonpath'
2020-12-02 09:42:38.591 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['', '{"case_005":"$.data.id"}', 'state', '{"case_005":"$.data.create_time"}']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.592 | INFO     | api.utils.TreatingData:treating_data:86 - {'case_005': '$.data.create_time'}
2020-12-02 09:42:38.592 | ERROR    | api.utils.TreatingData:treating_data:96 - 类型错误：<class 'str'>,本次将不转换值{"case_005":"$.data.create_time"},'function' object has no attribute 'jsonpath'
2020-12-02 09:42:38.592 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为/{"case_005":"$.data.id"}/state/{"case_005":"$.data.create_time"}
2020-12-02 09:42:38.614 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_007 ...***********
2020-12-02 09:42:38.614 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:
2020-12-02 09:42:38.614 | INFO     | api.utils.TreatingData:treating_data:66 - data无数据，依赖无数据None
2020-12-02 09:42:38.614 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['', '{"case_005":"$.data.id"}', 'state', '2']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.614 | INFO     | api.utils.TreatingData:treating_data:86 - {'case_005': '$.data.id'}
2020-12-02 09:42:38.615 | ERROR    | api.utils.TreatingData:treating_data:96 - 类型错误：<class 'str'>,本次将不转换值{"case_005":"$.data.id"},'function' object has no attribute 'jsonpath'
2020-12-02 09:42:38.615 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['', '{"case_005":"$.data.id"}', 'state', '2']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.615 | INFO     | api.utils.TreatingData:treating_data:86 - 2
2020-12-02 09:42:38.615 | ERROR    | api.utils.TreatingData:treating_data:96 - 类型错误：<class 'str'>,本次将不转换值2,'int' object has no attribute 'items'
2020-12-02 09:42:38.615 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为/{"case_005":"$.data.id"}/state/2
2020-12-02 09:42:38.637 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_008 ...***********
2020-12-02 09:42:38.637 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:
2020-12-02 09:42:38.638 | INFO     | api.utils.TreatingData:treating_data:66 - data无数据，依赖无数据None
2020-12-02 09:42:38.638 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['', '{"case_005":"$.data.id"}']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.638 | INFO     | api.utils.TreatingData:treating_data:86 - {'case_005': '$.data.id'}
2020-12-02 09:42:38.638 | ERROR    | api.utils.TreatingData:treating_data:96 - 类型错误：<class 'str'>,本次将不转换值{"case_005":"$.data.id"},'function' object has no attribute 'jsonpath'
2020-12-02 09:42:38.639 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为/{"case_005":"$.data.id"}
2020-12-02 09:42:38.667 | DEBUG    | TestApi:test_main:76 - ***********...执行用例编号： case_009 ...***********
2020-12-02 09:42:38.667 | INFO     | api.utils.TreatingData:treating_data:29 - 处理依赖前data的数据:{"pagenum": 1, "pagesize": "12","id":[1]}
2020-12-02 09:42:38.668 | DEBUG    | api.utils.TreatingData:treating_data:40 - 依赖数据解析获取的字典{}
2020-12-02 09:42:38.668 | INFO     | api.utils.TreatingData:treating_data:58 - data有数据,依赖有数据时{'pagenum': 1, 'pagesize': '12', 'id': [1]}
2020-12-02 09:42:38.668 | ERROR    | api.utils.TreatingData:treating_data:81 - 无法转换字典，进入下一个检查，本轮值不发生变化：['']，Expecting value: line 1 column 1 (char 0)
2020-12-02 09:42:38.668 | INFO     | api.utils.TreatingData:treating_data:102 - path路径参数解析依赖后的路径为
2020-12-02 09:42:51.314 | WARNING  | __main__:runTest:67 - 报告已生成
